"wid","iv","sbid1","iss","date"
"707972",0.731357574462891,57.7,"中信","20200306"
"707972",0.731357574462891,57.7,"中信","20200306"
"709146",0.690181732177734,58.5,"永豐","20200306"
"707972",0.722705841064453,57.8,"中信","20200306"
"708066",0.674427032470703,58.4,"永豐","20200306"
"709324",0.578105926513672,58.4,"元富","20200306"
"707972",0.722705841064453,57.8,"中信","20200306"
"709120",0.507587432861328,58.3,"凱基","20200306"
"709120",0.501735687255859,58.3,"凱基","20200306"
"709146",0.691646575927734,58.3,"永豐","20200306"
"709416",0.664493560791016,86.5,"永豐","20200306"
"709615",0.675975799560547,86.5,"凱基","20200306"
"709058",0.768398284912109,86.5,"元大","20200306"
"709279",0.768489837646484,86.5,"元大","20200306"
"709447",0.714992523193359,86.5,"元大","20200306"
"709058",0.768398284912109,86.5,"元大","20200306"
"709416",0.667858123779297,86.5,"永豐","20200306"
"709337",0.702686309814453,86.5,"永豐","20200306"
"709615",0.675975799560547,86.5,"凱基","20200306"
"709447",0.714992523193359,86.5,"元大","20200306"
"709279",0.768489837646484,86.5,"元大","20200306"
"709416",0.662487030029297,86.9,"永豐","20200306"
"709337",0.693759918212891,86.9,"永豐","20200306"
"709416",0.662487030029297,86.9,"永豐","20200306"
"709416",0.664493560791016,86.5,"永豐","20200306"
"709416",0.667858123779297,86.5,"永豐","20200306"
"709337",0.702686309814453,86.5,"永豐","20200306"
"709337",0.693759918212891,86.9,"永豐","20200306"
"709615",0.671932220458984,86.7,"凱基","20200306"
"707533",0.692302703857422,86.7,"國票","20200306"
"709058",0.763294219970703,86.7,"元大","20200306"
"708316",0.673397064208984,86.7,"凱基","20200306"
"709096",0.611591339111328,58.1,"元大","20200306"
"709120",0.513996124267578,58.1,"凱基","20200306"
"709324",0.582927703857422,58.1,"元富","20200306"
"709120",0.508121490478516,58.1,"凱基","20200306"
"707972",0.716075897216797,58.1,"中信","20200306"
"709120",0.511058807373047,58.1,"凱基","20200306"
"707972",0.722705841064453,57.8,"中信","20200306"
"709324",0.576763153076172,58.3,"元富","20200306"
"709324",0.589099884033203,57.9,"元富","20200306"
"707972",0.714046478271484,57.9,"中信","20200306"
"708920",0.554256439208984,57.9,"群益","20200306"
"708066",0.675739288330078,57.9,"永豐","20200306"
"709324",0.584629058837891,57.9,"元富","20200306"
"709324",0.583225250244141,57.8,"元富","20200306"
"709324",0.574016571044922,58.1,"元富","20200306"
"709324",0.578472137451172,58.1,"元富","20200306"
"709120",0.502239227294922,58.1,"凱基","20200306"
"709120",0.508121490478516,58.1,"凱基","20200306"
"708066",0.669788360595703,58.1,"永豐","20200306"
"709324",0.577083587646484,58,"元富","20200306"
"709324",0.583225250244141,57.8,"元富","20200306"
"709324",0.583225250244141,57.8,"元富","20200306"
"709120",0.508365631103516,58,"凱基","20200306"
"709120",0.502475738525391,58,"凱基","20200306"
"709324",0.577083587646484,58,"元富","20200306"
"709615",0.675975799560547,86.5,"凱基","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"708316",0.675991058349609,86.5,"凱基","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"709146",0.689685821533203,57.9,"永豐","20200306"
"708066",0.675739288330078,57.9,"永豐","20200306"
"709120",0.511554718017578,57.9,"凱基","20200306"
"709120",0.505649566650391,57.9,"凱基","20200306"
"709324",0.580150604248047,57.9,"元富","20200306"
"709146",0.691394805908203,58,"永豐","20200306"
"709615",0.671932220458984,86.7,"凱基","20200306"
"707533",0.692302703857422,86.7,"國票","20200306"
"708316",0.675991058349609,86.5,"凱基","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"708066",0.681697845458984,57.7,"永豐","20200306"
"709324",0.577083587646484,58,"元富","20200306"
"709058",0.760623931884766,86.6,"元大","20200306"
"707533",0.690364837646484,86.6,"國票","20200306"
"707533",0.693737030029297,86.6,"國票","20200306"
"709210",0.698902130126953,86.6,"群益","20200306"
"708316",0.675991058349609,86.5,"凱基","20200306"
"707533",0.692302703857422,86.7,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"708316",0.673397064208984,86.7,"凱基","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"709120",0.517917633056641,57.7,"凱基","20200306"
"709324",0.583225250244141,57.8,"元富","20200306"
"709324",0.577083587646484,58,"元富","20200306"
"708316",0.677288055419922,86.4,"凱基","20200306"
"707533",0.693225860595703,86.4,"國票","20200306"
"707533",0.696605682373047,86.4,"國票","20200306"
"707533",0.690364837646484,86.6,"國票","20200306"
"707533",0.693737030029297,86.6,"國票","20200306"
"707533",0.690364837646484,86.6,"國票","20200306"
"707533",0.693737030029297,86.6,"國票","20200306"
"709120",0.514736175537109,57.8,"凱基","20200306"
"709120",0.508815765380859,57.8,"凱基","20200306"
"709120",0.508815765380859,57.8,"凱基","20200306"
"708316",0.680660247802734,86.5,"凱基","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707457",0.689121246337891,86.5,"群益","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"707533",0.688404083251953,86.5,"國票","20200306"
"707533",0.695171356201172,86.5,"國票","20200306"
"707533",0.691791534423828,86.5,"國票","20200306"
"709120",0.508365631103516,58,"凱基","20200306"
"709146",0.691394805908203,58,"永豐","20200306"
"055677",0.664714813232422,70.3,"凱基","20200306"
"056976",0.620174407958984,70.3,"群益","20200306"
"053271",0.664440155029297,70.3,"元大","20200306"
"709120",0.517200469970703,58,"凱基","20200306"
"708743",0.548709869384766,58,"元富","20200306"
"708743",0.554409027099609,57.9,"元富","20200306"
"708743",0.554409027099609,57.9,"元富","20200306"
"708743",0.550136566162109,58.1,"元富","20200306"
"708743",0.550136566162109,58.1,"元富","20200306"
"051161",0.703159332275391,70.7,"元大","20200306"
"051438",0.692417144775391,70.7,"元大","20200306"
"053271",0.665088653564453,70.7,"元大","20200306"
"053464",0.667873382568359,70.7,"元大","20200306"
"055677",0.653530120849609,70.6,"凱基","20200306"
"056958",0.637699127197266,70.6,"永豐","20200306"
"050417",0.728092193603516,70,"凱基","20200306"
"054185",0.652538299560547,70,"永豐","20200306"
"050891",0.695217132568359,69.8,"元大","20200306"
